timestamp,Open,High,Low,Close,Volume
2021-07-05,2326.15,2593.09,2162.34,2196.64,42.0948
2021-07-06,2196.64,2347.88,2195.15,2322.98,49.786
2021-07-07,2322.98,2405.75,2294.78,2315.49,66.4896
2021-07-08,2315.49,2322.58,2087.82,2117.13,179.1746
2021-07-09,2117.13,2187.14,2049.65,2146.11,78.5511
2021-07-10,2146.11,2191.66,2077.32,2110.95,16.8648
2021-07-11,2110.95,2172.54,2081.68,2139.54,72.658
2021-07-12,2139.54,2168.35,2009.27,2034.54,144.3255
2021-07-13,2034.54,2043.4,1918.89,1940.81,104.6116
2021-07-14,1940.81,2018.0,1867.51,1994.93,122.522
2021-07-15,1994.93,2042.94,1880.21,1917.92,266.2878
2021-07-16,1917.92,1962.24,1850.08,1876.11,273.3662
2021-07-17,1876.11,1917.95,1846.69,1899.18,217.1095
2021-07-18,1899.18,1991.79,1879.78,1890.92,298.9386
2021-07-19,1890.92,1917.28,1806.0,1818.3,442.7209
2021-07-20,1818.3,1840.17,1720.0,1785.32,512.1054
2021-07-21,1785.32,2023.45,1756.45,1994.0,893.454
2021-07-22,1994.0,2050.0,1950.33,2024.72,383.8124
2021-07-23,2024.72,2130.0,1999.25,2122.42,802.6518
2021-07-24,2122.42,2197.93,2106.62,2184.04,475.6227
2021-07-25,2184.04,2196.61,2107.7,2190.43,549.6635
2021-07-26,2190.43,2431.03,2172.0,2229.74,1563.3649
2021-07-27,2229.74,2364.06,2153.07,2300.0,1081.3765
2021-07-28,2300.0,2343.36,2248.96,2298.57,1113.8057
2021-07-29,2298.57,2398.07,2267.0,2380.49,526.6095
2021-07-30,2380.49,2469.02,2317.5,2461.93,1309.697
2021-07-31,2461.93,2552.81,2422.2,2530.0,944.3745
2021-08-01,2530.0,2698.0,2515.09,2555.96,1650.5328
2021-08-02,2555.96,2665.32,2510.0,2609.08,955.398
2021-08-03,2609.08,2631.15,2446.0,2508.99,1507.8855
2021-08-04,2508.99,2770.8,2460.79,2726.19,1257.7873
2021-08-05,2726.19,2844.21,2533.11,2828.46,2676.0179
2021-08-06,2828.46,2948.97,2722.31,2892.05,2064.707
2021-08-07,2892.05,3170.42,2864.56,3161.54,2977.8907
2021-08-08,3161.54,3189.84,2950.0,3011.94,1674.4158
2021-08-09,3011.94,3186.14,2896.79,3162.58,1886.8677
2021-08-10,3162.58,3233.06,3050.69,3140.44,1507.1337
2021-08-11,3140.44,3272.0,3123.66,3163.94,1693.0128
2021-08-12,3163.94,3236.59,2980.8,3046.76,1773.138
2021-08-13,3046.76,3328.82,3034.9,3323.9,2693.0155
2021-08-14,3323.9,3331.7,3205.49,3264.44,1231.9253
2021-08-15,3264.44,3320.0,3114.65,3309.08,1744.2082
2021-08-16,3309.08,3337.3,3150.11,3153.56,2019.32565
2021-08-17,3153.56,3290.0,2994.0,3012.17,2772.63179
2021-08-18,3012.17,3124.75,2952.02,3014.19,1938.17635
2021-08-19,3014.19,3188.36,2962.01,3187.03,2026.78183
2021-08-20,3187.03,3303.41,3177.94,3286.59,1783.02146
2021-08-21,3286.59,3310.14,3207.65,3222.97,938.49864
2021-08-22,3222.97,3273.83,3130.0,3240.87,1069.94136
2021-08-23,3240.87,3378.23,3232.75,3324.22,1671.32016
2021-08-24,3324.22,3360.57,3149.92,3171.01,1537.38548
2021-08-25,3171.01,3248.7,3080.0,3228.79,1681.02151
2021-08-26,3228.79,3250.18,3058.0,3087.35,2084.46825
2021-08-27,3087.35,3281.57,3061.46,3275.0,1586.7767
2021-08-28,3275.0,3286.16,3209.38,3245.14,1007.17432
2021-08-29,3245.14,3285.0,3153.34,3225.01,1138.39593
2021-08-30,3225.01,3347.99,3145.54,3226.71,1691.55595
2021-08-31,3226.71,3472.67,3191.42,3432.65,3222.20859
2021-09-01,3432.65,3841.57,3384.01,3830.27,2272.42965
2021-09-02,3830.27,3835.68,3720.0,3785.98,3239.35262
2021-09-03,3785.98,4027.65,3711.14,3935.95,2770.48227
2021-09-04,3935.95,3968.57,3834.52,3885.43,1865.56303
2021-09-05,3885.43,3980.0,3836.36,3949.41,1664.69733
2021-09-06,3949.41,3969.49,3867.12,3926.12,1367.89617
2021-09-07,3926.12,3946.63,3011.75,3431.58,4183.12179
2021-09-08,3431.58,3556.07,3212.21,3496.0,2352.0116
2021-09-09,3496.0,3564.39,3391.99,3424.07,1530.21488
2021-09-10,3424.07,3512.61,3149.42,3208.69,1916.26413
2021-09-11,3208.69,3347.16,3201.14,3266.42,1253.75147
2021-09-12,3266.42,3471.44,3231.15,3407.72,1132.93867
2021-09-13,3407.72,3431.26,3115.33,3284.37,2196.45052
2021-09-14,3284.37,3436.0,3272.29,3436.0,1388.32098
2021-09-15,3436.0,3613.88,3361.42,3611.0,1573.01097
2021-09-16,3611.0,3673.3,3480.01,3567.67,1490.57056
2021-09-17,3567.67,3592.0,3350.0,3398.24,1137.69506
2021-09-18,3398.24,3540.0,3371.25,3436.39,972.25332
2021-09-19,3436.39,3455.0,3280.86,3328.85,1140.99877
2021-09-20,3328.85,3344.0,2923.73,2977.21,7378.20006
2021-09-21,2977.21,3103.69,2656.07,2764.87,8080.57554
2021-09-22,2764.87,3088.0,2740.12,3076.67,4662.99706
2021-09-23,3076.67,3170.81,3031.83,3150.13,5653.58657
2021-09-24,3150.13,3155.33,2738.88,2926.41,10956.67237
2021-09-25,2926.41,2964.87,2805.01,2920.75,5960.31619
2021-09-26,2920.75,3112.59,2740.22,3063.59,6610.53756
2021-09-27,3063.59,3163.21,2926.02,2928.03,4594.68485
2021-09-28,2928.03,2968.74,2790.71,2806.89,5964.18124
2021-09-29,2806.89,2945.57,2784.57,2849.0,5047.15664
2021-09-30,2849.0,3048.0,2837.12,3001.16,5002.70726
2021-10-01,3001.16,3329.99,2970.0,3308.62,4044.82334
2021-10-02,3308.62,3467.0,3260.0,3386.49,2993.3915
2021-10-03,3386.49,3485.31,3346.33,3416.83,2479.352
2021-10-04,3416.83,3434.99,3271.18,3380.88,5382.25127
2021-10-05,3380.88,3542.41,3364.03,3513.45,4681.34067
2021-10-06,3513.45,3630.0,3346.0,3575.3,6860.00653
2021-10-07,3575.3,3657.91,3474.34,3587.64,5933.13762
2021-10-08,3587.64,3667.99,3535.41,3558.71,4718.72833
2021-10-09,3558.71,3629.99,3540.04,3574.17,4363.46727
2021-10-10,3574.17,3605.72,3410.0,3416.96,5117.45876
2021-10-11,3416.96,3620.0,3379.11,3542.33,4718.97617
2021-10-12,3542.33,3543.88,3401.91,3490.0,4941.73226
2021-10-13,3490.0,3609.0,3411.54,3604.75,4372.4003
2021-10-14,3604.75,3826.25,3585.59,3787.83,4719.93398
2021-10-15,3787.83,3899.98,3733.51,3865.24,5169.98954
2021-10-16,3865.24,3967.99,3803.2,3826.74,4039.28621
2021-10-17,3826.74,3915.69,3646.0,3844.13,3998.67036
2021-10-18,3844.13,3892.87,3676.58,3746.14,4704.75553
2021-10-19,3746.14,3884.47,3730.25,3875.98,4952.6564
2021-10-20,3875.98,4167.71,3828.0,4161.51,4966.77076
2021-10-21,4161.51,4368.62,4019.76,4055.94,7300.54266
2021-10-22,4055.94,4167.54,3896.09,3969.67,4896.88478
2021-10-23,3969.67,4169.99,3940.01,4164.71,3289.7957
2021-10-24,4164.71,4183.82,3966.0,4083.18,3801.18265
2021-10-25,4083.18,4234.6,4069.16,4216.87,3532.97072
2021-10-26,4216.87,4289.54,4097.0,4126.49,3141.50709
2021-10-27,4126.49,4301.23,3942.01,3964.97,8627.84326
2021-10-28,3964.97,4285.29,3903.02,4277.56,5501.96715
2021-10-29,4277.56,4457.86,4259.79,4415.84,4559.18623
2021-10-30,4415.84,4432.0,4235.0,4316.23,2678.22286
2021-10-31,4316.23,4389.12,4162.18,4281.56,2074.74811
2021-11-01,4281.56,4377.96,4141.0,4316.54,2142.98196
2021-11-02,4316.54,4600.0,4283.02,4584.51,3542.01724
2021-11-03,4584.51,4664.64,4453.0,4602.66,3693.79335
2021-11-04,4602.66,4605.32,4419.39,4532.78,3265.29912
2021-11-05,4532.78,4569.43,4440.0,4472.63,7693.10459
