timestamp,Open,High,Low,Close,Volume
2024-12-01 00:00:00,3703.83,3727.43,3703.08,3721.73,4652.15634
2024-12-01 00:30:00,3721.73,3724.44,3687.01,3688.48,5783.87326
2024-12-01 01:00:00,3688.48,3694.69,3674.71,3691.18,4689.23635
2024-12-01 01:30:00,3691.18,3731.2,3689.72,3710.04,5681.23788
2024-12-01 02:00:00,3710.04,3713.79,3688.69,3690.66,6456.92581
2024-12-01 02:30:00,3690.66,3690.9,3658.55,3663.91,5225.18879
2024-12-01 03:00:00,3663.91,3686.64,3663.03,3675.46,2269.58251
2024-12-01 03:30:00,3675.46,3712.52,3674.74,3706.71,3255.82109
2024-12-01 04:00:00,3706.71,3707.55,3688.22,3697.22,5730.77675
2024-12-01 04:30:00,3697.22,3704.0,3687.69,3701.78,3203.25341
2024-12-01 05:00:00,3701.78,3701.78,3686.34,3690.25,1949.97071
2024-12-01 05:30:00,3690.25,3694.36,3681.97,3683.08,1653.54723
2024-12-01 06:00:00,3683.08,3704.61,3681.09,3700.22,2428.31669
2024-12-01 06:30:00,3700.22,3705.39,3695.67,3699.82,1534.18113
2024-12-01 07:00:00,3699.82,3713.71,3693.54,3712.94,2783.93944
2024-12-01 07:30:00,3712.94,3717.48,3700.85,3701.81,3548.65051
2024-12-01 08:00:00,3701.81,3717.19,3698.32,3709.99,5143.29978
2024-12-01 08:30:00,3709.99,3716.72,3703.17,3707.87,3827.23897
2024-12-01 09:00:00,3707.87,3710.69,3692.43,3694.42,2901.77133
2024-12-01 09:30:00,3694.42,3704.48,3690.72,3700.63,1640.50398
2024-12-01 10:00:00,3700.63,3700.9,3686.34,3690.55,1502.06447
2024-12-01 10:30:00,3690.55,3690.63,3674.92,3681.99,3154.18167
2024-12-01 11:00:00,3681.99,3697.29,3678.44,3693.0,1963.25811
2024-12-01 11:30:00,3693.0,3696.98,3685.36,3691.88,1660.97567
2024-12-01 12:00:00,3691.88,3695.02,3683.29,3687.58,1886.57345
2024-12-01 12:30:00,3687.58,3690.83,3679.78,3682.33,2100.80602
2024-12-01 13:00:00,3682.33,3706.56,3678.51,3702.12,3247.25989
2024-12-01 13:30:00,3702.12,3712.86,3697.77,3701.18,2838.18971
2024-12-01 14:00:00,3701.18,3711.58,3693.8,3703.25,2491.04415
2024-12-01 14:30:00,3703.25,3710.99,3695.85,3706.12,1975.44199
2024-12-01 15:00:00,3706.12,3726.34,3701.0,3725.68,3525.30114
2024-12-01 15:30:00,3725.68,3746.71,3720.92,3728.0,7882.40085
2024-12-01 16:00:00,3728.0,3736.65,3723.23,3735.0,2868.61632
2024-12-01 16:30:00,3735.0,3744.44,3723.69,3725.61,2659.73927
2024-12-01 17:00:00,3725.61,3729.95,3705.65,3709.59,3959.70394
2024-12-01 17:30:00,3709.59,3723.21,3707.01,3722.78,3340.92682
2024-12-01 18:00:00,3722.78,3730.95,3715.4,3721.68,2245.82949
2024-12-01 18:30:00,3721.68,3727.01,3707.45,3711.25,3156.04637
2024-12-01 19:00:00,3711.25,3717.85,3700.81,3704.66,2186.90319
2024-12-01 19:30:00,3704.66,3708.69,3692.96,3707.16,3247.07163
2024-12-01 20:00:00,3707.16,3709.66,3678.77,3682.07,4079.84926
2024-12-01 20:30:00,3682.07,3691.62,3678.44,3689.53,3494.84501
2024-12-01 21:00:00,3689.53,3703.15,3685.66,3700.62,3622.23534
2024-12-01 21:30:00,3700.62,3705.83,3690.5,3705.83,3038.56149
2024-12-01 22:00:00,3705.83,3734.02,3701.13,3718.65,4494.91607
2024-12-01 22:30:00,3718.65,3731.75,3718.0,3720.83,1930.08451
2024-12-01 23:00:00,3720.83,3728.36,3712.28,3719.61,2441.87881
